id;sexe;usage_vehicule;type_vehicule;‰ge_vehicule;points_perdus_logical;type_conduite;formule;date_demande;etat_dossier;‰ge_client;tarif_intervalle;revenus_intervalle;enfants_logical;enfant_conduite_accompagne_logical;est_rouge
837;F;Commercial;Van;17.0;YES;Highly Urban/ Urban;dev_express;22/04/2022 21:23;complet;63;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
838;M;Private;SUV;18.0;YES;Highly Urban/ Urban;dev_integral;24/01/2022 10:55;complet;67;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
839;M;Private;Pickup;9.0;NO;Highly Urban/ Urban;dev_premium;23/02/2022 01:41;complet;17;"[500Û;575Û]";[>100k];NO;FAUX;NO
840;F;Commercial;Van;1.0;YES;Highly Urban/ Urban;dev_premium;22/05/2022 10:59;complet;62;"[400Û;500Û]";"[60k;80k]";NO;FAUX;YES
841;F;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_vip;17/03/2022 14:31;complet;45;"[800Û;1000Û]";"[20k;40k]";YES;VRAI;NO
842;F;Commercial;Panel Truck;10.0;NO;Highly Urban/ Urban;dev_express;04/04/2022 00:54;complet;12;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
843;M;Private;Minivan;4.0;YES;Highly Rural/ Rural;dev_integral;01/05/2022 00:26;complet;23;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
844;F;Commercial;Panel Truck;6.0;YES;Highly Urban/ Urban;dev_integral;02/05/2022 17:11;complet;87;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
845;F;Commercial;Pickup;7.0;NO;Highly Rural/ Rural;dev_integral;28/03/2022 12:11;complet;26;"[250Û;325Û]";[>100k];YES;VRAI;NO
846;F;Commercial;Panel Truck;12.0;YES;Highly Urban/ Urban;dev_integral;19/05/2022 17:35;complet;43;"[250Û;325Û]";[>100k];NO;FAUX;YES
847;M;Private;Van;6.0;NO;Highly Urban/ Urban;dev_express;14/05/2022 09:17;complet;54;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
848;F;Private;SUV;13.0;NO;Highly Urban/ Urban;dev_premium;06/05/2022 04:55;complet;81;"[500Û;575Û]";[>100k];YES;FAUX;NO
849;M;Commercial;Pickup;10.0;YES;Highly Urban/ Urban;dev_premium;25/04/2022 02:13;complet;60;"[400Û;500Û]";"[40k;60k]";NO;FAUX;NO
850;F;Private;SUV;13.0;YES;Highly Urban/ Urban;dev_premium;18/03/2022 15:22;complet;32;"[400Û;500Û]";"[40k;60k]";NO;FAUX;NO
851;F;Private;Minivan;17.0;NO;Highly Urban/ Urban;dev_integral;15/04/2022 20:51;complet;38;"[250Û;325Û]";[>100k];NO;FAUX;NO
852;F;Commercial;Pickup;9.0;NO;Highly Urban/ Urban;dev_premium;20/01/2022 21:33;complet;68;"[400Û;500Û]";[>100k];NO;FAUX;NO
853;F;Commercial;SUV;9.0;YES;Highly Urban/ Urban;dev_vip;14/03/2022 05:31;complet;15;"[725Û;800Û]";[<20k];NO;FAUX;NO
854;M;Private;Sports Car;12.0;YES;Highly Urban/ Urban;dev_express;08/01/2022 07:30;complet;90;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
855;F;Private;Sports Car;6.0;NO;Highly Urban/ Urban;dev_integral;21/04/2022 14:09;complet;77;"[250Û;325Û]";[<20k];YES;FAUX;NO
856;F;Private;SUV;inconnu;YES;Highly Urban/ Urban;dev_premium;19/02/2022 17:32;complet;87;"[500Û;575Û]";"[40k;60k]";NO;FAUX;NO
857;M;Commercial;Panel Truck;8.0;YES;Highly Urban/ Urban;dev_integral;04/04/2022 09:50;complet;89;"[250Û;325Û]";"[40k;60k]";YES;FAUX;YES
858;M;Private;SUV;6.0;YES;Highly Rural/ Rural;dev_premium;17/01/2022 08:07;complet;40;"[325Û;400Û]";[>100k];YES;VRAI;NO
859;F;Commercial;Panel Truck;12.0;YES;Highly Urban/ Urban;dev_express;14/01/2022 22:35;complet;41;"[250Û;325Û]";[>100k];NO;FAUX;NO
860;M;Commercial;Van;13.0;YES;Highly Urban/ Urban;dev_integral;01/02/2022 10:47;complet;58;"[250Û;325Û]";[>100k];NO;FAUX;NO
861;F;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_integral;03/04/2022 06:07;complet;63;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
862;F;Private;Minivan;15.0;YES;Highly Rural/ Rural;dev_integral;25/02/2022 19:43;complet;63;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
863;M;Private;SUV;5.0;NO;Highly Urban/ Urban;dev_express;14/05/2022 23:10;complet;10;"[250Û;325Û]";[<20k];YES;VRAI;NO
864;M;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;01/02/2022 20:17;complet;44;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
865;F;Private;Minivan;16.0;YES;Highly Urban/ Urban;dev_premium;09/02/2022 10:27;complet;8;"[400Û;500Û]";[>100k];NO;FAUX;YES
866;M;Private;Pickup;9.0;YES;Highly Urban/ Urban;dev_integral;13/01/2022 10:00;complet;80;"[325Û;400Û]";"[60k;80k]";YES;FAUX;YES
867;M;Private;SUV;8.0;NO;Highly Urban/ Urban;dev_express;14/05/2022 03:38;complet;51;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
868;F;Private;SUV;inconnu;YES;Highly Urban/ Urban;dev_premium;27/01/2022 11:04;complet;55;"[400Û;500Û]";"[60k;80k]";NO;FAUX;NO
869;M;Commercial;Van;7.0;NO;Highly Urban/ Urban;dev_integral;03/01/2022 08:30;complet;49;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
870;M;Commercial;Pickup;7.0;YES;Highly Urban/ Urban;dev_integral;26/03/2022 11:54;complet;83;"[250Û;325Û]";[<20k];NO;FAUX;NO
871;F;Private;Minivan;10.0;NO;Highly Urban/ Urban;dev_integral;07/03/2022 22:55;complet;91;"[325Û;400Û]";"[20k;40k]";YES;FAUX;NO
872;M;Commercial;SUV;7.0;NO;Highly Urban/ Urban;dev_integral;01/03/2022 05:37;complet;63;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
873;M;Commercial;SUV;13.0;NO;Highly Urban/ Urban;dev_integral;04/05/2022 07:09;complet;66;"[325Û;400Û]";"[60k;80k]";NO;FAUX;YES
874;F;Commercial;SUV;12.0;NO;Highly Urban/ Urban;dev_express;04/02/2022 19:41;complet;11;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
875;M;Commercial;Pickup;9.0;YES;Highly Urban/ Urban;dev_premium;26/04/2022 10:16;complet;88;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
876;F;Private;Minivan;7.0;YES;Highly Urban/ Urban;dev_integral;02/01/2022 05:31;complet;54;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
877;M;Private;Minivan;22.0;YES;Highly Urban/ Urban;dev_integral;26/03/2022 09:04;complet;60;"[325Û;400Û]";[>100k];NO;FAUX;NO
878;M;Private;Van;1.0;YES;Highly Urban/ Urban;dev_integral;16/01/2022 22:31;complet;54;"[325Û;400Û]";"[20k;40k]";NO;FAUX;YES
879;F;Private;Sports Car;inconnu;NO;Highly Urban/ Urban;dev_integral;26/05/2022 01:56;complet;81;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
880;M;Commercial;Pickup;1.0;NO;Highly Urban/ Urban;dev_express;24/03/2022 15:49;complet;88;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
881;M;Private;Sports Car;1.0;YES;Highly Rural/ Rural;dev_express;20/04/2022 06:44;complet;54;"[250Û;325Û]";"[40k;60k]";YES;VRAI;NO
882;M;Private;Pickup;9.0;NO;Highly Urban/ Urban;dev_integral;11/05/2022 12:25;complet;48;"[325Û;400Û]";"[80k;100k]";NO;FAUX;YES
883;M;Commercial;Minivan;10.0;NO;Highly Urban/ Urban;dev_express;13/01/2022 05:16;complet;55;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
884;F;Private;Minivan;9.0;YES;Highly Urban/ Urban;dev_express;21/03/2022 21:34;complet;53;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
885;F;Private;Minivan;11.0;NO;Highly Rural/ Rural;dev_express;18/01/2022 19:42;complet;42;"[250Û;325Û]";[>100k];NO;FAUX;NO
886;F;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_express;13/04/2022 16:21;complet;67;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
887;F;Commercial;Pickup;15.0;NO;Highly Urban/ Urban;dev_express;24/04/2022 13:56;complet;77;"[250Û;325Û]";[<20k];NO;FAUX;NO
888;M;Commercial;Pickup;7.0;YES;Highly Urban/ Urban;dev_premium;10/02/2022 20:57;complet;62;"[500Û;575Û]";[<20k];NO;FAUX;NO
889;F;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_integral;28/02/2022 13:38;complet;74;"[250Û;325Û]";[<20k];NO;FAUX;YES
890;M;Private;Pickup;8.0;NO;Highly Rural/ Rural;dev_express;05/02/2022 23:52;complet;66;"[250Û;325Û]";[<20k];YES;FAUX;NO
891;M;Private;Pickup;9.0;YES;Highly Urban/ Urban;dev_express;27/03/2022 09:37;complet;79;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
892;F;Private;SUV;7.0;YES;Highly Rural/ Rural;dev_express;05/01/2022 09:36;complet;36;"[250Û;325Û]";[<20k];NO;FAUX;NO
893;M;Private;Minivan;14.0;YES;Highly Urban/ Urban;dev_express;03/05/2022 13:03;complet;56;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
894;M;Commercial;SUV;1.0;NO;Highly Urban/ Urban;dev_express;26/03/2022 15:22;complet;26;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
895;F;Commercial;Panel Truck;15.0;YES;Highly Urban/ Urban;dev_express;31/01/2022 22:44;complet;81;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
896;F;Private;Minivan;20.0;YES;Highly Urban/ Urban;dev_express;30/04/2022 07:11;complet;63;"[250Û;325Û]";[>100k];NO;FAUX;NO
897;F;Commercial;Panel Truck;13.0;NO;Highly Urban/ Urban;dev_premium;04/02/2022 16:10;complet;1;"[500Û;575Û]";"[80k;100k]";YES;FAUX;NO
898;M;Private;Sports Car;9.0;YES;Highly Rural/ Rural;dev_integral;20/01/2022 00:18;complet;81;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
899;F;Private;Minivan;19.0;NO;Highly Urban/ Urban;dev_integral;22/03/2022 00:59;complet;60;"[250Û;325Û]";[>100k];NO;FAUX;YES
900;M;Private;Sports Car;13.0;NO;Highly Urban/ Urban;dev_premium;31/05/2022 06:29;complet;72;"[400Û;500Û]";[<20k];YES;FAUX;NO
901;M;Commercial;Sports Car;1.0;YES;Highly Urban/ Urban;dev_integral;05/01/2022 05:06;complet;41;"[250Û;325Û]";[<20k];NO;FAUX;NO
902;F;Private;Sports Car;0.0;YES;Highly Urban/ Urban;dev_express;23/04/2022 05:49;complet;51;"[250Û;325Û]";[<20k];YES;FAUX;YES
903;F;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_express;02/05/2022 13:16;complet;32;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
904;F;Commercial;Minivan;10.0;NO;Highly Urban/ Urban;dev_integral;11/04/2022 11:41;complet;12;"[250Û;325Û]";"[40k;60k]";YES;VRAI;YES
905;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_express;04/02/2022 15:17;complet;33;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
906;F;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_vip;22/01/2022 15:31;complet;52;"[725Û;800Û]";"[20k;40k]";NO;FAUX;NO
907;M;Private;Minivan;11.0;YES;Highly Urban/ Urban;dev_express;18/03/2022 16:21;complet;41;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
908;F;Private;Pickup;6.0;NO;Highly Urban/ Urban;dev_integral;08/02/2022 16:14;complet;54;"[250Û;325Û]";[<20k];YES;FAUX;NO
909;M;Commercial;SUV;8.0;NO;Highly Rural/ Rural;dev_express;21/02/2022 08:59;complet;25;"[250Û;325Û]";[<20k];YES;VRAI;NO
910;F;Commercial;Van;inconnu;YES;Highly Urban/ Urban;dev_integral;13/01/2022 01:41;complet;26;"[250Û;325Û]";[>100k];NO;FAUX;YES
911;F;Private;Pickup;11.0;NO;Highly Urban/ Urban;dev_express;20/05/2022 20:26;complet;30;"[250Û;325Û]";"[60k;80k]";YES;VRAI;YES
912;M;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;19/02/2022 12:40;complet;72;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
913;F;Commercial;Pickup;1.0;NO;Highly Urban/ Urban;dev_premium;13/04/2022 06:07;complet;15;"[500Û;575Û]";"[60k;80k]";YES;FAUX;YES
914;F;Commercial;SUV;8.0;NO;Highly Rural/ Rural;dev_integral;25/03/2022 10:32;complet;53;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
915;F;Private;Sports Car;17.0;YES;Highly Urban/ Urban;dev_express;08/05/2022 03:44;complet;24;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
916;M;Commercial;SUV;8.0;YES;Highly Urban/ Urban;dev_express;08/01/2022 09:26;complet;69;"[250Û;325Û]";[<20k];YES;FAUX;NO
917;F;Commercial;Pickup;1.0;YES;Highly Rural/ Rural;dev_integral;20/02/2022 21:02;complet;82;"[250Û;325Û]";[<20k];NO;FAUX;YES
918;F;Commercial;Sports Car;6.0;YES;Highly Urban/ Urban;dev_integral;17/02/2022 13:28;complet;44;"[250Û;325Û]";[>100k];NO;FAUX;NO
919;M;Private;Minivan;9.0;NO;Highly Urban/ Urban;dev_integral;24/01/2022 09:56;complet;52;"[325Û;400Û]";"[60k;80k]";YES;FAUX;NO
920;F;Private;Sports Car;14.0;YES;Highly Urban/ Urban;dev_integral;23/05/2022 04:04;complet;77;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
921;M;Commercial;SUV;11.0;NO;Highly Urban/ Urban;dev_express;12/05/2022 14:06;complet;68;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
922;M;Private;SUV;6.0;NO;Highly Urban/ Urban;dev_integral;25/02/2022 05:46;complet;83;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
923;F;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_express;20/05/2022 20:57;complet;61;"[250Û;325Û]";[<20k];YES;VRAI;YES
924;F;Commercial;Panel Truck;7.0;NO;Highly Urban/ Urban;dev_premium;22/02/2022 03:31;complet;73;"[325Û;400Û]";[>100k];YES;FAUX;YES
925;F;Private;Minivan;6.0;NO;Highly Urban/ Urban;dev_express;23/02/2022 09:01;complet;23;"[250Û;325Û]";"[20k;40k]";YES;VRAI;YES
926;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_premium;28/03/2022 01:18;complet;5;"[500Û;575Û]";"[60k;80k]";YES;FAUX;NO
927;F;Commercial;SUV;7.0;NO;Highly Rural/ Rural;dev_express;02/05/2022 08:14;complet;51;"[250Û;325Û]";[<20k];NO;FAUX;NO
928;F;Private;Sports Car;4.0;YES;Highly Urban/ Urban;dev_integral;20/03/2022 06:02;complet;55;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
929;M;Commercial;SUV;10.0;YES;Highly Urban/ Urban;dev_integral;23/04/2022 18:46;complet;12;"[250Û;325Û]";[<20k];YES;FAUX;NO
930;M;Commercial;Minivan;7.0;YES;Highly Urban/ Urban;dev_express;11/04/2022 13:58;complet;76;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
931;M;Commercial;Van;12.0;YES;Highly Urban/ Urban;dev_premium;23/04/2022 16:15;complet;46;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
932;M;Commercial;Panel Truck;1.0;NO;Highly Rural/ Rural;dev_express;13/04/2022 06:30;complet;51;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
933;M;Commercial;Pickup;10.0;YES;Highly Rural/ Rural;dev_integral;26/03/2022 17:10;complet;9;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
934;F;Commercial;Panel Truck;6.0;NO;Highly Urban/ Urban;dev_integral;28/02/2022 13:20;complet;49;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
935;F;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_integral;18/03/2022 02:48;complet;73;"[250Û;325Û]";[>100k];NO;FAUX;NO
936;M;Commercial;Minivan;1.0;YES;Highly Urban/ Urban;dev_express;17/02/2022 04:34;complet;56;"[250Û;325Û]";"[80k;100k]";YES;VRAI;NO
937;M;Commercial;Minivan;10.0;YES;Highly Urban/ Urban;dev_premium;23/02/2022 14:57;complet;78;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
938;F;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_integral;23/01/2022 05:09;complet;74;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
939;M;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_integral;03/05/2022 10:57;complet;25;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
940;M;Private;Van;12.0;YES;Highly Urban/ Urban;dev_premium;17/01/2022 12:09;complet;66;"[500Û;575Û]";"[20k;40k]";NO;FAUX;YES
941;M;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;17/05/2022 21:52;complet;45;"[250Û;325Û]";[>100k];NO;FAUX;NO
942;F;Commercial;Panel Truck;1.0;YES;Highly Urban/ Urban;dev_premium;08/02/2022 17:21;complet;14;"[400Û;500Û]";[>100k];YES;VRAI;YES
943;M;Private;SUV;8.0;NO;Highly Urban/ Urban;dev_express;06/01/2022 07:34;complet;55;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
944;F;Commercial;Pickup;inconnu;NO;Highly Urban/ Urban;dev_express;18/03/2022 04:48;complet;64;"[250Û;325Û]";[>100k];NO;FAUX;NO
945;F;Private;Sports Car;8.0;YES;Highly Urban/ Urban;dev_express;20/04/2022 00:32;complet;89;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
946;F;Private;SUV;16.0;YES;Highly Urban/ Urban;dev_integral;05/01/2022 23:57;complet;4;"[325Û;400Û]";"[60k;80k]";NO;FAUX;NO
947;F;Private;Minivan;8.0;YES;Highly Urban/ Urban;dev_express;07/03/2022 13:17;complet;15;"[250Û;325Û]";[<20k];YES;FAUX;YES
948;M;Private;Minivan;10.0;NO;Highly Urban/ Urban;dev_premium;08/04/2022 06:36;complet;33;"[400Û;500Û]";"[60k;80k]";NO;FAUX;NO
949;F;Commercial;Panel Truck;13.0;YES;Highly Urban/ Urban;dev_integral;13/01/2022 13:58;complet;67;"[325Û;400Û]";[>100k];NO;FAUX;NO
950;M;Private;Minivan;19.0;NO;Highly Urban/ Urban;dev_integral;22/01/2022 04:31;complet;51;"[250Û;325Û]";[>100k];NO;FAUX;YES
951;M;Private;SUV;11.0;YES;Highly Urban/ Urban;dev_premium;13/05/2022 07:42;complet;71;"[400Û;500Û]";[>100k];YES;VRAI;NO
952;F;Private;SUV;19.0;YES;Highly Urban/ Urban;dev_express;01/03/2022 00:11;complet;83;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
953;M;Private;Sports Car;5.0;YES;Highly Rural/ Rural;dev_integral;17/05/2022 00:52;complet;35;"[250Û;325Û]";[<20k];NO;FAUX;NO
954;M;Private;Minivan;19.0;YES;Highly Urban/ Urban;dev_integral;27/02/2022 06:06;complet;76;"[325Û;400Û]";[>100k];NO;FAUX;NO
955;M;Private;SUV;8.0;YES;Highly Urban/ Urban;dev_express;14/01/2022 18:08;complet;3;"[250Û;325Û]";[<20k];YES;FAUX;NO
956;M;Private;SUV;11.0;YES;Highly Rural/ Rural;dev_vip;12/04/2022 03:39;complet;38;"[500Û;575Û]";[<20k];YES;VRAI;NO
957;F;Private;SUV;12.0;NO;Highly Urban/ Urban;dev_integral;03/04/2022 21:09;complet;60;"[325Û;400Û]";[<20k];NO;FAUX;NO
958;M;Commercial;Pickup;7.0;NO;Highly Urban/ Urban;dev_premium;15/02/2022 06:50;complet;69;"[325Û;400Û]";"[20k;40k]";YES;VRAI;YES
959;F;Commercial;Panel Truck;15.0;NO;Highly Urban/ Urban;dev_express;21/04/2022 08:04;complet;52;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
960;M;Private;Sports Car;1.0;NO;Highly Rural/ Rural;dev_premium;13/04/2022 17:06;complet;17;"[400Û;500Û]";[<20k];YES;FAUX;NO
961;M;Commercial;Minivan;8.0;YES;Highly Urban/ Urban;dev_premium;11/02/2022 09:08;complet;62;"[400Û;500Û]";[<20k];NO;FAUX;YES
962;F;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_premium;13/02/2022 07:43;complet;65;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
963;M;Private;SUV;15.0;YES;Highly Urban/ Urban;dev_premium;16/05/2022 04:25;complet;71;"[325Û;400Û]";[>100k];NO;FAUX;NO
964;F;Private;Minivan;20.0;NO;Highly Urban/ Urban;dev_integral;18/03/2022 14:59;complet;55;"[325Û;400Û]";[>100k];YES;VRAI;NO
965;F;Private;Minivan;inconnu;YES;Highly Urban/ Urban;dev_express;18/01/2022 16:49;complet;68;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
966;F;Commercial;Panel Truck;12.0;YES;Highly Urban/ Urban;dev_express;23/05/2022 10:42;complet;15;"[250Û;325Û]";[>100k];NO;FAUX;NO
967;M;Private;SUV;16.0;NO;Highly Urban/ Urban;dev_express;16/03/2022 01:51;complet;70;"[250Û;325Û]";[>100k];NO;FAUX;NO
968;M;Private;Sports Car;inconnu;NO;Highly Urban/ Urban;dev_integral;04/04/2022 23:29;complet;17;"[325Û;400Û]";[>100k];NO;FAUX;YES
969;M;Private;Sports Car;1.0;NO;Highly Urban/ Urban;dev_integral;31/03/2022 19:33;complet;46;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
970;F;Private;Minivan;22.0;YES;Highly Urban/ Urban;dev_express;28/02/2022 17:00;complet;49;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
971;M;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_premium;16/04/2022 11:32;complet;59;"[400Û;500Û]";"[40k;60k]";NO;FAUX;YES
972;F;Private;SUV;15.0;YES;Highly Urban/ Urban;dev_premium;12/02/2022 15:16;complet;46;"[400Û;500Û]";"[40k;60k]";NO;FAUX;NO
973;M;Private;SUV;13.0;NO;Highly Rural/ Rural;dev_express;29/01/2022 14:32;complet;50;"[250Û;325Û]";[<20k];NO;FAUX;NO
974;F;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_express;30/04/2022 23:46;complet;51;"[250Û;325Û]";[<20k];NO;FAUX;NO
975;F;Commercial;Van;18.0;NO;Highly Urban/ Urban;dev_integral;25/02/2022 17:52;complet;74;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
976;M;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;30/04/2022 20:11;complet;15;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
977;F;Private;Minivan;17.0;YES;Highly Urban/ Urban;dev_express;25/02/2022 11:45;complet;80;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
978;F;Private;Minivan;1.0;YES;Highly Rural/ Rural;dev_integral;06/05/2022 12:51;complet;54;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
979;F;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;16/03/2022 23:26;complet;58;"[325Û;400Û]";[<20k];YES;VRAI;YES
980;F;Private;Minivan;7.0;NO;Highly Urban/ Urban;dev_integral;06/04/2022 16:10;complet;38;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
981;F;Private;Minivan;13.0;YES;Highly Urban/ Urban;dev_integral;06/03/2022 01:34;complet;66;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
982;M;Private;Minivan;16.0;NO;Highly Urban/ Urban;dev_express;04/03/2022 02:26;complet;91;"[250Û;325Û]";[>100k];NO;FAUX;YES
983;F;Private;Sports Car;10.0;NO;Highly Urban/ Urban;dev_express;06/05/2022 07:53;complet;70;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
984;F;Private;Pickup;21.0;YES;Highly Urban/ Urban;dev_integral;01/02/2022 02:51;complet;14;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
985;M;Commercial;Panel Truck;23.0;YES;Highly Urban/ Urban;dev_express;16/03/2022 12:50;complet;62;"[250Û;325Û]";[>100k];YES;FAUX;NO
986;F;Commercial;Panel Truck;8.0;YES;Highly Urban/ Urban;dev_premium;13/03/2022 03:20;complet;57;"[325Û;400Û]";"[40k;60k]";NO;FAUX;NO
987;M;Commercial;Pickup;1.0;NO;Highly Urban/ Urban;dev_integral;16/04/2022 09:07;complet;3;"[325Û;400Û]";"[60k;80k]";NO;FAUX;NO
988;M;Commercial;Panel Truck;1.0;YES;Highly Urban/ Urban;dev_express;05/03/2022 10:49;complet;39;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
989;M;Private;Minivan;17.0;YES;Highly Urban/ Urban;dev_express;19/03/2022 05:51;complet;61;"[250Û;325Û]";[>100k];NO;FAUX;NO
990;F;Commercial;Pickup;1.0;NO;Highly Rural/ Rural;dev_premium;01/05/2022 13:37;complet;39;"[400Û;500Û]";[<20k];YES;FAUX;NO
991;M;Commercial;Sports Car;9.0;YES;Highly Urban/ Urban;dev_integral;19/01/2022 12:58;complet;14;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
992;F;Private;Pickup;11.0;YES;Highly Urban/ Urban;dev_integral;23/01/2022 02:06;complet;9;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
993;F;Private;Minivan;1.0;NO;Highly Urban/ Urban;dev_integral;15/03/2022 01:06;complet;58;"[250Û;325Û]";[<20k];NO;FAUX;NO
994;F;Commercial;Sports Car;1.0;NO;Highly Urban/ Urban;dev_integral;14/01/2022 13:28;complet;11;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
995;M;Private;Sports Car;1.0;YES;Highly Urban/ Urban;dev_express;22/01/2022 06:26;complet;80;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
996;F;Private;Sports Car;15.0;NO;Highly Urban/ Urban;dev_integral;03/03/2022 16:50;complet;62;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
997;M;Private;SUV;8.0;YES;Highly Rural/ Rural;dev_integral;01/04/2022 06:27;complet;28;"[250Û;325Û]";[<20k];YES;FAUX;NO
998;M;Commercial;Van;1.0;YES;Highly Urban/ Urban;dev_integral;06/04/2022 11:25;complet;68;"[325Û;400Û]";"[60k;80k]";NO;FAUX;YES
999;M;Commercial;Pickup;16.0;NO;Highly Urban/ Urban;dev_express;16/05/2022 07:44;complet;68;"[250Û;325Û]";[>100k];NO;FAUX;NO
1000;M;Private;SUV;11.0;NO;Highly Urban/ Urban;dev_express;15/02/2022 05:03;complet;16;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
1001;F;Private;SUV;4.0;YES;Highly Rural/ Rural;dev_integral;16/02/2022 20:38;complet;86;"[250Û;325Û]";[<20k];NO;FAUX;NO
1002;F;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_express;14/03/2022 19:17;complet;58;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
1003;F;Private;SUV;5.0;NO;Highly Rural/ Rural;dev_integral;22/04/2022 23:48;complet;82;"[250Û;325Û]";[<20k];NO;FAUX;NO
